Matrix,Rows,Columns,nnz,Kernel,Grid_Size,Block_Size,Avg_Time(ms),Avg_Err,GFLOP/s,Bandwidth(GB/s)
mc2depi.mtx,525825,525825,2100225,coo seg,5470,96,0.0642048,4.8142e-08,65.4227,426.596
mc2depi.mtx,525825,525825,2100225,coo flat,16409,128,0.0719872,1.25121e-08,58.35,380.478
mc2depi.mtx,525825,525825,2100225,csr scalar,4109,128,0.0417792,7.81314e-08,100.539,515.195
mc2depi.mtx,525825,525825,2100225,csr vector,131457,128,0.462746,7.12252e-08,9.07723,46.5147
mc2depi.mtx,525825,525825,2100225,coo seg,4103,128,0.0637952,4.8142e-08,65.8427,429.336
mc2depi.mtx,525825,525825,2100225,coo flat,13127,160,0.0730112,1.18669e-08,57.5316,375.142
mc2depi.mtx,525825,525825,2100225,csr scalar,3287,160,0.0418816,7.81314e-08,100.293,513.936
mc2depi.mtx,525825,525825,2100225,csr vector,105165,160,0.488448,7.12252e-08,8.59958,44.067
mc2depi.mtx,525825,525825,2100225,coo seg,3282,160,0.064512,4.8142e-08,65.1111,424.565
mc2depi.mtx,525825,525825,2100225,coo flat,10939,192,0.0735232,1.14157e-08,57.1309,372.529
mc2depi.mtx,525825,525825,2100225,csr scalar,2739,192,0.0416768,7.81314e-08,100.786,516.461
mc2depi.mtx,525825,525825,2100225,csr vector,87638,192,0.488141,7.12252e-08,8.605,44.0948
mc2depi.mtx,525825,525825,2100225,coo seg,2735,192,0.0648192,4.8142e-08,64.8026,422.553
mc2depi.mtx,525825,525825,2100225,coo flat,9377,224,0.0719872,1.17733e-08,58.35,380.478
mc2depi.mtx,525825,525825,2100225,csr scalar,2348,224,0.0418816,7.81314e-08,100.293,513.936
mc2depi.mtx,525825,525825,2100225,csr vector,75118,224,0.471347,7.12252e-08,8.91158,45.6658
mc2depi.mtx,525825,525825,2100225,coo seg,2345,224,0.0638976,4.8142e-08,65.7372,428.648
mc2depi.mtx,525825,525825,2100225,coo flat,8205,256,0.0731136,1.20184e-08,57.451,374.616
mc2depi.mtx,525825,525825,2100225,csr scalar,2055,256,0.044032,7.81314e-08,95.3954,488.837
mc2depi.mtx,525825,525825,2100225,csr vector,65729,256,0.464589,7.12252e-08,9.04122,46.3301
mc2depi.mtx,525825,525825,2100225,coo seg,2052,256,0.0631808,4.8142e-08,66.483,433.511
mc2depi.mtx,525825,525825,2100225,coo flat,7293,288,0.0733184,1.19447e-08,57.2905,373.57
mc2depi.mtx,525825,525825,2100225,csr scalar,1826,288,0.0438272,7.81314e-08,95.8412,491.121
mc2depi.mtx,525825,525825,2100225,csr vector,58425,288,0.473702,7.12252e-08,8.86728,45.4388
mc2depi.mtx,525825,525825,2100225,coo seg,1824,288,0.0631808,4.8142e-08,66.483,433.511
mc2depi.mtx,525825,525825,2100225,coo flat,6564,320,0.0724992,1.14995e-08,57.9379,377.791
mc2depi.mtx,525825,525825,2100225,csr scalar,1644,320,0.0454656,7.81314e-08,92.3874,473.423
mc2depi.mtx,525825,525825,2100225,csr vector,52583,320,0.490701,7.12252e-08,8.56011,43.8647
mc2depi.mtx,525825,525825,2100225,coo seg,1641,320,0.0642048,4.8142e-08,65.4227,426.596
mc2depi.mtx,525825,525825,2100225,coo flat,5967,352,0.075264,1.15049e-08,55.8096,363.913
mc2depi.mtx,525825,525825,2100225,csr scalar,1494,352,0.0466944,7.81314e-08,89.9562,460.964
mc2depi.mtx,525825,525825,2100225,csr vector,47803,352,0.527053,7.12252e-08,7.9697,40.8393
mc2depi.mtx,525825,525825,2100225,coo seg,1492,352,0.066048,4.8142e-08,63.5969,414.691
mc2depi.mtx,525825,525825,2100225,coo flat,5470,384,0.0734208,1.16574e-08,57.2106,373.049
mc2depi.mtx,525825,525825,2100225,csr scalar,1370,384,0.045056,7.81314e-08,93.2273,477.727
mc2depi.mtx,525825,525825,2100225,csr vector,43819,384,0.491827,7.12252e-08,8.5405,43.7643
mc2depi.mtx,525825,525825,2100225,coo seg,1368,384,0.0642048,4.8142e-08,65.4227,426.597
mc2depi.mtx,525825,525825,2100225,coo flat,5049,416,0.0774144,1.1609e-08,54.2593,353.804
mc2depi.mtx,525825,525825,2100225,csr scalar,1265,416,0.0482304,7.81314e-08,87.0913,446.284
mc2depi.mtx,525825,525825,2100225,csr vector,40449,416,0.553472,7.12252e-08,7.58927,38.8899
mc2depi.mtx,525825,525825,2100225,coo seg,1263,416,0.0672768,4.8142e-08,62.4354,407.117
mc2depi.mtx,525825,525825,2100225,coo flat,4689,448,0.075776,1.13162e-08,55.4325,361.454
mc2depi.mtx,525825,525825,2100225,csr scalar,1174,448,0.0474112,7.81314e-08,88.5962,453.995
mc2depi.mtx,525825,525825,2100225,csr vector,37559,448,0.522035,7.12252e-08,8.0463,41.2318
mc2depi.mtx,525825,525825,2100225,coo seg,1173,448,0.066048,4.8142e-08,63.5969,414.691
mc2depi.mtx,525825,525825,2100225,coo flat,4376,480,0.0748544,1.19514e-08,56.1149,365.904
mc2depi.mtx,525825,525825,2100225,csr scalar,1096,480,0.0459776,7.81314e-08,91.3586,468.151
mc2depi.mtx,525825,525825,2100225,csr vector,35055,480,0.49623,7.12252e-08,8.46472,43.3759
mc2depi.mtx,525825,525825,2100225,coo seg,1094,480,0.0641024,4.8142e-08,65.5272,427.278
mc2depi.mtx,525825,525825,2100225,coo flat,4103,512,0.0739328,1.1886e-08,56.8144,370.465
mc2depi.mtx,525825,525825,2100225,csr scalar,1028,512,0.0452608,7.81314e-08,92.8055,475.565
mc2depi.mtx,525825,525825,2100225,csr vector,32865,512,0.470938,7.12252e-08,8.91934,45.7055
mc2depi.mtx,525825,525825,2100225,coo seg,1026,512,0.0631808,4.8142e-08,66.483,433.511
mc2depi.mtx,525825,525825,2100225,coo flat,3861,544,0.0786432,1.13118e-08,53.4115,348.276
mc2depi.mtx,525825,525825,2100225,csr scalar,967,544,0.0488448,7.81314e-08,85.9958,440.67
mc2depi.mtx,525825,525825,2100225,csr vector,30931,544,0.568525,7.12252e-08,7.38833,37.8602
mc2depi.mtx,525825,525825,2100225,coo seg,966,544,0.067072,4.8142e-08,62.626,408.36
mc2depi.mtx,525825,525825,2100225,coo flat,3647,576,0.078336,1.10703e-08,53.6209,349.642
mc2depi.mtx,525825,525825,2100225,csr scalar,913,576,0.0488448,7.81314e-08,85.9958,440.67
mc2depi.mtx,525825,525825,2100225,csr vector,29213,576,0.543846,7.12252e-08,7.7236,39.5782
mc2depi.mtx,525825,525825,2100225,coo seg,912,576,0.0672768,4.8142e-08,62.4353,407.117
mc2depi.mtx,525825,525825,2100225,coo flat,3455,608,0.0770048,1.1494e-08,54.5479,355.686
mc2depi.mtx,525825,525825,2100225,csr scalar,865,608,0.0473088,7.81314e-08,88.7879,454.978
mc2depi.mtx,525825,525825,2100225,csr vector,27675,608,0.52183,7.12252e-08,8.04945,41.248
mc2depi.mtx,525825,525825,2100225,coo seg,864,608,0.0668672,4.8142e-08,62.8178,409.611
mc2depi.mtx,525825,525825,2100225,coo flat,3282,640,0.0761856,1.1576e-08,55.1344,359.511
mc2depi.mtx,525825,525825,2100225,csr scalar,822,640,0.0468992,7.81314e-08,89.5634,458.951
mc2depi.mtx,525825,525825,2100225,csr vector,26292,640,0.500736,7.12252e-08,8.38855,42.9856
mc2depi.mtx,525825,525825,2100225,coo seg,821,640,0.0638976,4.8142e-08,65.7372,428.647
mc2depi.mtx,525825,525825,2100225,coo flat,3126,672,0.0759808,1.21313e-08,55.283,360.48
mc2depi.mtx,525825,525825,2100225,csr scalar,783,672,0.0456704,7.81314e-08,91.9731,471.3
mc2depi.mtx,525825,525825,2100225,csr vector,25040,672,0.488755,7.12252e-08,8.59418,44.0393
mc2depi.mtx,525825,525825,2100225,coo seg,782,672,0.0631808,4.8142e-08,66.483,433.511
mc2depi.mtx,525825,525825,2100225,coo flat,2984,704,0.082432,1.09806e-08,50.9565,332.268
mc2depi.mtx,525825,525825,2100225,csr scalar,747,704,0.0529408,7.81314e-08,79.3424,406.576
mc2depi.mtx,525825,525825,2100225,csr vector,23902,704,0.653517,7.12252e-08,6.42746,32.9363
mc2depi.mtx,525825,525825,2100225,coo seg,746,704,0.0726016,4.8142e-08,57.8562,377.258
mc2depi.mtx,525825,525825,2100225,coo flat,2854,736,0.0822272,1.10443e-08,51.0835,333.096
mc2depi.mtx,525825,525825,2100225,csr scalar,715,736,0.0519168,7.81314e-08,80.9073,414.595
mc2depi.mtx,525825,525825,2100225,csr vector,22862,736,0.630374,7.12252e-08,6.66342,34.1455
mc2depi.mtx,525825,525825,2100225,coo seg,714,736,0.073216,4.8142e-08,57.3707,374.092
mc2depi.mtx,525825,525825,2100225,coo flat,2735,768,0.0811008,1.08365e-08,51.793,337.722
mc2depi.mtx,525825,525825,2100225,csr scalar,685,768,0.0510976,7.81314e-08,82.2045,421.242
mc2depi.mtx,525825,525825,2100225,csr vector,21910,768,0.608358,7.12252e-08,6.90457,35.3812
mc2depi.mtx,525825,525825,2100225,coo seg,684,768,0.0724992,4.8142e-08,57.9379,377.791
mc2depi.mtx,525825,525825,2100225,coo flat,2626,800,0.0807936,1.14183e-08,51.9899,339.006
mc2depi.mtx,525825,525825,2100225,csr scalar,658,800,0.0503808,7.81314e-08,83.374,427.235
mc2depi.mtx,525825,525825,2100225,csr vector,21033,800,0.596173,7.12252e-08,7.04569,36.1044
mc2depi.mtx,525825,525825,2100225,coo seg,657,800,0.0697344,4.8142e-08,60.235,392.769
mc2depi.mtx,525825,525825,2100225,coo flat,2525,832,0.0791552,1.0939e-08,53.066,346.023
mc2depi.mtx,525825,525825,2100225,csr scalar,633,832,0.0498688,7.81314e-08,84.23,431.622
mc2depi.mtx,525825,525825,2100225,csr vector,20225,832,0.578048,7.12252e-08,7.26661,37.2364
mc2depi.mtx,525825,525825,2100225,coo seg,632,832,0.0689152,4.8142e-08,60.951,397.438
mc2depi.mtx,525825,525825,2100225,coo flat,2431,864,0.0786432,1.09298e-08,53.4115,348.276
mc2depi.mtx,525825,525825,2100225,csr scalar,609,864,0.049152,7.81314e-08,85.4584,437.916
mc2depi.mtx,525825,525825,2100225,csr vector,19475,864,0.562688,7.12252e-08,7.46497,38.2529
mc2depi.mtx,525825,525825,2100225,coo seg,608,864,0.0695296,4.8142e-08,60.4124,393.926
mc2depi.mtx,525825,525825,2100225,coo flat,2345,896,0.077312,1.10634e-08,54.3311,354.273
mc2depi.mtx,525825,525825,2100225,csr scalar,587,896,0.0497664,7.81314e-08,84.4033,432.51
mc2depi.mtx,525825,525825,2100225,csr vector,18780,896,0.547226,7.12252e-08,7.6759,39.3338
mc2depi.mtx,525825,525825,2100225,coo seg,587,896,0.06912,4.8142e-08,60.7704,396.261
mc2depi.mtx,525825,525825,2100225,coo flat,2264,928,0.0780288,1.19569e-08,53.832,351.018
mc2depi.mtx,525825,525825,2100225,csr scalar,567,928,0.0492544,7.81314e-08,85.2807,437.006
mc2depi.mtx,525825,525825,2100225,csr vector,18132,928,0.53545,7.12252e-08,7.84472,40.1988
mc2depi.mtx,525825,525825,2100225,coo seg,566,928,0.0666624,4.8142e-08,63.0108,410.869
mc2depi.mtx,525825,525825,2100225,coo flat,2188,960,0.0751616,1.1727e-08,55.8856,364.409
mc2depi.mtx,525825,525825,2100225,csr scalar,548,960,0.0462848,7.81314e-08,90.7522,465.044
mc2depi.mtx,525825,525825,2100225,csr vector,17528,960,0.523366,7.12252e-08,8.02583,41.1269
mc2depi.mtx,525825,525825,2100225,coo seg,547,960,0.064,4.8142e-08,65.632,427.962
mc2depi.mtx,525825,525825,2100225,coo flat,2118,992,0.0744448,1.17918e-08,56.4237,367.917
mc2depi.mtx,525825,525825,2100225,csr scalar,531,992,0.0459776,7.81314e-08,91.3586,468.151
mc2depi.mtx,525825,525825,2100225,csr vector,16963,992,0.512819,7.12252e-08,8.1909,41.9728
mc2depi.mtx,525825,525825,2100225,coo seg,530,992,0.0636928,4.8142e-08,65.9486,430.026
mc2depi.mtx,525825,525825,2100225,coo flat,2052,1024,0.07424,1.15427e-08,56.5793,368.932
mc2depi.mtx,525825,525825,2100225,csr scalar,514,1024,0.0458752,7.81314e-08,91.5625,469.196
mc2depi.mtx,525825,525825,2100225,csr vector,16433,1024,0.497562,7.12252e-08,8.44207,43.2599
mc2depi.mtx,525825,525825,2100225,coo seg,513,1024,0.0632832,4.8142e-08,66.3754,432.809
mc2depi.mtx,525825,525825,2100225,CuSparse,0,0,0.050688,6.04818e-08,82.8687,424.646
pdb1HYS.mtx,36417,36417,4344765,coo flat,135774,32,1.3056,3.47926e-07,6.65558,37.3988
pdb1HYS.mtx,36417,36417,4344765,csr scalar,1139,32,0.117043,1.34863e-07,74.2421,280.051
pdb1HYS.mtx,36417,36417,4344765,csr vector,36417,32,0.173261,3.12417e-07,50.1529,189.183
pdb1HYS.mtx,36417,36417,4344765,coo seg,33944,32,0.141414,3.11023e-07,61.4473,345.282
pdb1HYS.mtx,36417,36417,4344765,coo flat,67887,64,0.91351,3.3912e-07,9.51224,53.4508
pdb1HYS.mtx,36417,36417,4344765,csr scalar,570,64,0.121549,1.34863e-07,71.4901,269.67
pdb1HYS.mtx,36417,36417,4344765,csr vector,18209,64,0.09472,3.12417e-07,91.7391,346.052
pdb1HYS.mtx,36417,36417,4344765,coo seg,16972,64,0.093184,3.11074e-07,93.2513,523.994
pdb1HYS.mtx,36417,36417,4344765,coo flat,45258,96,0.924365,3.30932e-07,9.40054,52.8232
pdb1HYS.mtx,36417,36417,4344765,csr scalar,380,96,0.117146,1.34863e-07,74.1772,279.806
pdb1HYS.mtx,36417,36417,4344765,csr vector,12139,96,0.0897024,3.12417e-07,96.8707,365.408
pdb1HYS.mtx,36417,36417,4344765,coo seg,11315,96,0.0925696,3.11053e-07,93.8702,527.472
pdb1HYS.mtx,36417,36417,4344765,coo flat,33944,128,0.929587,3.32437e-07,9.34773,52.5264
pdb1HYS.mtx,36417,36417,4344765,csr scalar,285,128,0.117658,1.34863e-07,73.8544,278.588
pdb1HYS.mtx,36417,36417,4344765,csr vector,9105,128,0.0882688,3.12417e-07,98.444,371.343
pdb1HYS.mtx,36417,36417,4344765,coo seg,8486,128,0.0919552,3.11056e-07,94.4974,530.996
pdb1HYS.mtx,36417,36417,4344765,coo flat,27155,160,0.949146,3.38137e-07,9.15511,51.444
pdb1HYS.mtx,36417,36417,4344765,csr scalar,228,160,0.114074,1.34863e-07,76.1748,287.341
pdb1HYS.mtx,36417,36417,4344765,csr vector,7284,160,0.0924672,3.12417e-07,93.9742,354.483
pdb1HYS.mtx,36417,36417,4344765,coo seg,6789,160,0.0934912,3.11052e-07,92.9449,522.272
pdb1HYS.mtx,36417,36417,4344765,coo flat,22629,192,0.96471,3.38469e-07,9.0074,50.614
pdb1HYS.mtx,36417,36417,4344765,csr scalar,190,192,0.131072,1.34863e-07,66.2958,250.076
pdb1HYS.mtx,36417,36417,4344765,csr vector,6070,192,0.0899072,3.12417e-07,96.65,364.576
pdb1HYS.mtx,36417,36417,4344765,coo seg,5658,192,0.093696,3.1107e-07,92.7417,521.131
pdb1HYS.mtx,36417,36417,4344765,coo flat,19397,224,0.949248,3.39245e-07,9.15412,51.4385
pdb1HYS.mtx,36417,36417,4344765,csr scalar,163,224,0.120525,1.34863e-07,72.0974,271.961
pdb1HYS.mtx,36417,36417,4344765,csr vector,5203,224,0.0923648,3.12417e-07,94.0784,354.876
pdb1HYS.mtx,36417,36417,4344765,coo seg,4850,224,0.0928768,3.11037e-07,93.5598,525.727
pdb1HYS.mtx,36417,36417,4344765,coo flat,16972,256,0.948019,3.41529e-07,9.16599,51.5051
pdb1HYS.mtx,36417,36417,4344765,csr scalar,143,256,0.124928,1.34863e-07,69.5563,262.375
pdb1HYS.mtx,36417,36417,4344765,csr vector,4553,256,0.0877568,3.12417e-07,99.0183,373.51
pdb1HYS.mtx,36417,36417,4344765,coo seg,4243,256,0.0918528,3.11017e-07,94.6028,531.588
pdb1HYS.mtx,36417,36417,4344765,coo flat,15086,288,0.966349,3.45532e-07,8.99213,50.5282
pdb1HYS.mtx,36417,36417,4344765,csr scalar,127,288,0.139571,1.34863e-07,62.2588,234.848
pdb1HYS.mtx,36417,36417,4344765,csr vector,4047,288,0.0918528,3.12417e-07,94.6028,356.854
pdb1HYS.mtx,36417,36417,4344765,coo seg,3772,288,0.092672,3.11037e-07,93.7665,526.889
pdb1HYS.mtx,36417,36417,4344765,coo flat,13578,320,0.987648,3.429e-07,8.79821,49.4385
pdb1HYS.mtx,36417,36417,4344765,csr scalar,114,320,0.128819,1.34863e-07,67.4552,254.45
pdb1HYS.mtx,36417,36417,4344765,csr vector,3642,320,0.094208,3.12417e-07,92.2377,347.932
pdb1HYS.mtx,36417,36417,4344765,coo seg,3395,320,0.0944128,3.11094e-07,92.0376,517.174
pdb1HYS.mtx,36417,36417,4344765,coo flat,12344,352,1.01601,3.42628e-07,8.55258,48.0583
pdb1HYS.mtx,36417,36417,4344765,csr scalar,104,352,0.120525,1.34863e-07,72.0974,271.961
pdb1HYS.mtx,36417,36417,4344765,csr vector,3311,352,0.0974848,3.12417e-07,89.1373,336.237
pdb1HYS.mtx,36417,36417,4344765,coo seg,3086,352,0.0980992,3.11066e-07,88.579,497.74
pdb1HYS.mtx,36417,36417,4344765,coo flat,11315,384,1.00229,3.45112e-07,8.66967,48.7162
pdb1HYS.mtx,36417,36417,4344765,csr scalar,95,384,0.125338,1.34863e-07,69.329,261.518
pdb1HYS.mtx,36417,36417,4344765,csr vector,3035,384,0.093184,3.12417e-07,93.2513,351.756
pdb1HYS.mtx,36417,36417,4344765,coo seg,2829,384,0.0949248,3.11029e-07,91.5412,514.385
pdb1HYS.mtx,36417,36417,4344765,coo flat,10445,416,1.02799,3.4448e-07,8.4529,47.4982
pdb1HYS.mtx,36417,36417,4344765,csr scalar,88,416,0.136704,1.34863e-07,63.5646,239.774
pdb1HYS.mtx,36417,36417,4344765,csr vector,2802,416,0.0976896,3.12417e-07,88.9504,335.532
pdb1HYS.mtx,36417,36417,4344765,coo seg,2612,416,0.0974848,3.11025e-07,89.1373,500.877
pdb1HYS.mtx,36417,36417,4344765,coo flat,9699,448,0.998912,3.43632e-07,8.69899,48.881
pdb1HYS.mtx,36417,36417,4344765,csr scalar,82,448,0.134451,1.34863e-07,64.6296,243.791
pdb1HYS.mtx,36417,36417,4344765,csr vector,2602,448,0.0963584,3.12417e-07,90.1793,340.168
pdb1HYS.mtx,36417,36417,4344765,coo seg,2425,448,0.0956416,3.11019e-07,90.8551,510.529
pdb1HYS.mtx,36417,36417,4344765,coo flat,9052,480,0.96727,3.45507e-07,8.98356,50.4801
pdb1HYS.mtx,36417,36417,4344765,csr scalar,76,480,0.144282,1.34863e-07,60.2262,227.181
pdb1HYS.mtx,36417,36417,4344765,csr vector,2428,480,0.0935936,3.12417e-07,92.8432,350.216
pdb1HYS.mtx,36417,36417,4344765,coo seg,2263,480,0.0930816,3.11082e-07,93.3539,524.571
pdb1HYS.mtx,36417,36417,4344765,coo flat,8486,512,0.929997,3.43865e-07,9.34361,52.5033
pdb1HYS.mtx,36417,36417,4344765,csr scalar,72,512,0.1408,1.34863e-07,61.7154,232.798
pdb1HYS.mtx,36417,36417,4344765,csr vector,2277,512,0.0908288,3.12417e-07,95.6693,360.877
pdb1HYS.mtx,36417,36417,4344765,coo seg,2122,512,0.0912384,3.11029e-07,95.2398,535.168
pdb1HYS.mtx,36417,36417,4344765,coo flat,7987,544,1.01837,3.36551e-07,8.5328,47.9472
pdb1HYS.mtx,36417,36417,4344765,csr scalar,67,544,0.152781,1.34863e-07,56.8758,214.543
pdb1HYS.mtx,36417,36417,4344765,csr vector,2143,544,0.100352,3.12417e-07,86.5905,326.63
pdb1HYS.mtx,36417,36417,4344765,coo seg,1997,544,0.100762,3.11019e-07,86.2385,484.588
pdb1HYS.mtx,36417,36417,4344765,coo flat,7543,576,1.01796,3.37066e-07,8.53623,47.9665
pdb1HYS.mtx,36417,36417,4344765,csr scalar,64,576,0.163533,1.34863e-07,53.1363,200.437
pdb1HYS.mtx,36417,36417,4344765,csr vector,2024,576,0.0971776,3.12417e-07,89.4191,337.3
pdb1HYS.mtx,36417,36417,4344765,coo seg,1886,576,0.0974848,3.11032e-07,89.1373,500.877
pdb1HYS.mtx,36417,36417,4344765,coo flat,7146,608,0.999731,3.41212e-07,8.69187,48.841
pdb1HYS.mtx,36417,36417,4344765,csr scalar,60,608,0.151552,1.34863e-07,57.337,216.282
pdb1HYS.mtx,36417,36417,4344765,csr vector,1917,608,0.0979968,3.12417e-07,88.6716,334.48
pdb1HYS.mtx,36417,36417,4344765,coo seg,1787,608,0.0953344,3.11092e-07,91.1479,512.175
pdb1HYS.mtx,36417,36417,4344765,coo flat,6789,640,0.984166,3.44299e-07,8.82933,49.6134
pdb1HYS.mtx,36417,36417,4344765,csr scalar,57,640,0.141312,1.34863e-07,61.4918,231.955
pdb1HYS.mtx,36417,36417,4344765,csr vector,1821,640,0.0949248,3.12417e-07,91.5412,345.305
pdb1HYS.mtx,36417,36417,4344765,coo seg,1698,640,0.093696,3.11051e-07,92.7417,521.131
pdb1HYS.mtx,36417,36417,4344765,coo flat,6466,672,0.955699,3.47922e-07,9.09233,51.0912
pdb1HYS.mtx,36417,36417,4344765,csr scalar,55,672,0.10967,1.34863e-07,79.2331,298.878
pdb1HYS.mtx,36417,36417,4344765,csr vector,1735,672,0.093696,3.12417e-07,92.7417,349.834
pdb1HYS.mtx,36417,36417,4344765,coo seg,1617,672,0.09216,3.11039e-07,94.2874,529.816
pdb1HYS.mtx,36417,36417,4344765,coo flat,6172,704,1.05349,3.2067e-07,8.24832,46.3486
pdb1HYS.mtx,36417,36417,4344765,csr scalar,52,704,0.111821,1.34863e-07,77.7094,293.13
pdb1HYS.mtx,36417,36417,4344765,csr vector,1656,704,0.108032,3.12417e-07,80.4348,303.41
pdb1HYS.mtx,36417,36417,4344765,coo seg,1543,704,0.108237,3.11038e-07,80.2826,451.121
pdb1HYS.mtx,36417,36417,4344765,coo flat,5904,736,1.05595,3.20957e-07,8.22912,46.2407
pdb1HYS.mtx,36417,36417,4344765,csr scalar,50,736,0.117862,1.34863e-07,73.7261,278.104
pdb1HYS.mtx,36417,36417,4344765,csr vector,1584,736,0.105165,3.12417e-07,82.6277,311.682
pdb1HYS.mtx,36417,36417,4344765,coo seg,1476,736,0.105472,3.11027e-07,82.3871,462.946
pdb1HYS.mtx,36417,36417,4344765,coo flat,5658,768,1.02103,3.22777e-07,8.51055,47.8221
pdb1HYS.mtx,36417,36417,4344765,csr scalar,48,768,0.117043,1.34863e-07,74.2421,280.051
pdb1HYS.mtx,36417,36417,4344765,csr vector,1518,768,0.101888,3.12417e-07,85.2851,321.706
pdb1HYS.mtx,36417,36417,4344765,coo seg,1415,768,0.103117,3.11039e-07,84.2688,473.52
pdb1HYS.mtx,36417,36417,4344765,coo flat,5431,800,1.0199,3.25781e-07,8.51995,47.875
pdb1HYS.mtx,36417,36417,4344765,csr scalar,46,800,0.126259,1.34863e-07,68.8229,259.609
pdb1HYS.mtx,36417,36417,4344765,csr vector,1457,800,0.10281,3.12417e-07,84.5206,318.823
pdb1HYS.mtx,36417,36417,4344765,coo seg,1358,800,0.101581,3.11015e-07,85.543,480.68
pdb1HYS.mtx,36417,36417,4344765,coo flat,5223,832,1.00178,3.2194e-07,8.6741,48.7411
pdb1HYS.mtx,36417,36417,4344765,csr scalar,44,832,0.137421,1.34863e-07,63.233,238.523
pdb1HYS.mtx,36417,36417,4344765,csr vector,1401,832,0.100557,3.12417e-07,86.4142,325.965
pdb1HYS.mtx,36417,36417,4344765,coo seg,1306,832,0.0997376,3.11038e-07,87.1239,489.563
pdb1HYS.mtx,36417,36417,4344765,coo flat,5029,864,0.98816,3.26587e-07,8.79365,49.4129
pdb1HYS.mtx,36417,36417,4344765,csr scalar,43,864,0.138547,1.34863e-07,62.7189,236.584
pdb1HYS.mtx,36417,36417,4344765,csr vector,1349,864,0.0994304,3.12417e-07,87.3931,329.658
pdb1HYS.mtx,36417,36417,4344765,coo seg,1258,864,0.0982016,3.10981e-07,88.4866,497.221
pdb1HYS.mtx,36417,36417,4344765,coo flat,4850,896,0.976896,3.32001e-07,8.89504,49.9827
pdb1HYS.mtx,36417,36417,4344765,csr scalar,41,896,0.141926,1.34863e-07,61.2256,230.951
pdb1HYS.mtx,36417,36417,4344765,csr vector,1301,896,0.098304,3.12417e-07,88.3945,333.435
pdb1HYS.mtx,36417,36417,4344765,coo seg,1213,896,0.0969728,3.11015e-07,89.6079,503.521
pdb1HYS.mtx,36417,36417,4344765,coo flat,4682,928,0.958259,3.39308e-07,9.06804,50.9548
pdb1HYS.mtx,36417,36417,4344765,csr scalar,40,928,0.147149,1.34863e-07,59.0527,222.754
pdb1HYS.mtx,36417,36417,4344765,csr vector,1256,928,0.0966656,3.12417e-07,89.8927,339.087
pdb1HYS.mtx,36417,36417,4344765,coo seg,1171,928,0.0958464,3.10996e-07,90.661,509.439
pdb1HYS.mtx,36417,36417,4344765,coo flat,4526,960,0.944947,3.38901e-07,9.19578,51.6726
pdb1HYS.mtx,36417,36417,4344765,csr scalar,38,960,0.156467,1.34863e-07,55.5358,209.488
pdb1HYS.mtx,36417,36417,4344765,csr vector,1214,960,0.0956416,3.12417e-07,90.8551,342.717
pdb1HYS.mtx,36417,36417,4344765,coo seg,1132,960,0.0949248,3.11053e-07,91.5412,514.385
pdb1HYS.mtx,36417,36417,4344765,coo flat,4380,992,0.926208,3.41011e-07,9.38183,52.718
pdb1HYS.mtx,36417,36417,4344765,csr scalar,37,992,0.152986,1.34863e-07,56.7997,214.256
pdb1HYS.mtx,36417,36417,4344765,csr vector,1175,992,0.095744,3.12417e-07,90.758,342.351
pdb1HYS.mtx,36417,36417,4344765,coo seg,1095,992,0.0937984,3.11011e-07,92.6405,520.562
pdb1HYS.mtx,36417,36417,4344765,coo flat,4243,1024,0.908697,3.40523e-07,9.56262,53.7339
pdb1HYS.mtx,36417,36417,4344765,csr scalar,36,1024,0.165171,1.34863e-07,52.6092,198.449
pdb1HYS.mtx,36417,36417,4344765,csr vector,1139,1024,0.0934912,3.12417e-07,92.9449,350.6
pdb1HYS.mtx,36417,36417,4344765,coo seg,1061,1024,0.092672,3.11026e-07,93.7665,526.889
pdb1HYS.mtx,36417,36417,4344765,CuSparse,0,0,0.060416,3.16551e-07,143.828,542.539
rma10.mtx,46835,46835,2374001,coo flat,74188,32,0.441856,8.63732e-08,10.7456,60.8354
rma10.mtx,46835,46835,2374001,csr scalar,1464,32,0.0638976,8.53888e-08,74.3064,285.005
rma10.mtx,46835,46835,2374001,csr vector,46835,32,0.163328,1.50904e-07,29.0703,111.5
rma10.mtx,46835,46835,2374001,coo seg,18547,32,0.0845824,1.5044e-07,56.1346,317.802
rma10.mtx,46835,46835,2374001,coo flat,37094,64,0.334746,9.02318e-08,14.1839,80.3012
rma10.mtx,46835,46835,2374001,csr scalar,732,64,0.0622592,8.53888e-08,76.2619,292.505
rma10.mtx,46835,46835,2374001,csr vector,23418,64,0.0842752,1.50904e-07,56.3393,216.091
rma10.mtx,46835,46835,2374001,coo seg,9274,64,0.0567296,1.5044e-07,83.6953,473.835
rma10.mtx,46835,46835,2374001,coo flat,24730,96,0.335872,8.78849e-08,14.1363,80.0319
rma10.mtx,46835,46835,2374001,csr scalar,488,96,0.0633856,8.53888e-08,74.9066,287.307
rma10.mtx,46835,46835,2374001,csr vector,15612,96,0.0804864,1.50904e-07,58.9914,226.263
rma10.mtx,46835,46835,2374001,coo seg,6183,96,0.0560128,1.5044e-07,84.7664,479.899
rma10.mtx,46835,46835,2374001,coo flat,18547,128,0.334029,8.43033e-08,14.2143,80.4735
